นิติบุคคลจัดตั้งเดือนมิถุนายน  2559,,,,,,,,,
ทั่วประเทศ,,,,,,,,,
ลำดับ,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ","รหัส
วัตถุประสงค์",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
9,0533559000331,หจ.คัมออน เมดิคอล ซัพพลาย,2/6/2559," 1,000,000 ",46441,ขายสินค้าอุปกรณ์การแพทย์และเวชภัณฑ์ทางการแพทย์,125/1 หมู่ที่ 2  ต.แม่พูล อ.ลับแล จ.อุตรดิตถ์ 53130,,
10,0533559000381,หจ.วชิรคุณ การโยธา,22/6/2559," 1,000,000 ",41002,รับเหมาก่อสร้าง,62/1 หมู่ที่ 6  ต.แม่พูล อ.ลับแล จ.อุตรดิตถ์ 53130,,
11,0533559000357,หจ.สมอนันต์,9/6/2559," 1,000,000 ",41002,รับเหมาก่อสร้าง,50/1 หมู่ที่ 6  ต.ผาเลือด อ.ท่าปลา จ.อุตรดิตถ์ 53190,,
12,0535559000235,บจ.โกลบอล บัญชีภาษีอากร จำกัด,17/6/2559," 999,900 ",69200,ประกอบกิจการบริการทางด้านบัญชี,181 หมู่ที่ 6  ต.ทุ่งยั้ง อ.ลับแล จ.อุตรดิตถ์ 53210,,
13,0533559000349,หจ.เฮงเฮงวิวัฒน์,2/6/2559," 500,000 ",41002,รับเหมาก่อสร้าง,59/18 ถนนเจษฎาบดินทร์เหนือ  ต.ท่าอิฐ อ.เมืองอุตรดิตถ์ จ.อุตรดิตถ์ 53000,,
14,0533559000390,หจ.วิรัตน์ แบตเตอรี่ 2016,23/6/2559," 500,000 ",47300,ประกอบกิจการจำหน่ายน้ำมันเครื่องและแบตเตอรี่ทั้งเก่าและใหม่ทุกชนิด,80/4 หมู่ที่ 6  ต.ป่าเซ่า อ.เมืองอุตรดิตถ์ จ.อุตรดิตถ์ 53000,,
1,0545559000197,บจ.บ้านประทับใจ จำกัด,9/6/2559," 1,000,000 ",47190,ขายปลีกสินค้าอุปโภค บริโภค,54 หมู่ที่ 13  ต.ป่าแมต อ.เมืองแพร่ จ.แพร่ 54000,,
2,0545559000201,บจ.รุ่งรพิพรรณ การพยาบาล จำกัด,13/6/2559," 1,000,000 ",86101,ประกอบกิจการ บริการทางการแพทย์ ทั้งในและนอกสถานที่,13 หมู่ที่ 7  ต.ช่อแฮ อ.เมืองแพร่ จ.แพร่ 54000,,
3,0543559000276,หจ.เอเชีย 99 การค้า,14/6/2559," 1,000,000 ",16101,ประกอบการสับ บด ย่อย เศษไม้ จากสิ่งปฏิกูลไม้,189 หมู่ที่ 5  ต.ดอนมูล อ.สูงเม่น จ.แพร่ 54130,,
4,0543559000284,หจ.ส.อภิญญา,20/6/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้างทุกชนิด,69 หมู่ที่ 5  ต.แม่ยางฮ่อ อ.ร้องกวาง จ.แพร่ 54140,,
5,0543559000306,หจ.แพร่นำชัยก่อสร้าง,24/6/2559," 600,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง,189 หมู่ที่ 4  ต.เหมืองหม้อ อ.เมืองแพร่ จ.แพร่ 54000,,
6,0543559000250,หจ.บัดดี้ สไมล์,2/6/2559," 500,000 ",47721,ประกอบกิจการขายปลีกและขายส่งสินค้าเวชภัณฑ์ทางการแพทย์ ตลอดจนเครื่องมือแพทย์ทุกชนิด,400/495 หมู่ที่ 9  ต.นาจักร อ.เมืองแพร่ จ.แพร่ 54000,,
7,0543559000292,หจ.แพร่ฤทธา,20/6/2559," 500,000 ",41002,ประกอบกิจการรับเหมาก่อสร้างทุกชนิด,135 หมู่ที่ 6  ต.แม่จั๊วะ อ.เด่นชัย จ.แพร่ 54110,,
8,0543559000268,หจ.ซีซัน เซอร์เวย์,9/6/2559," 300,000 ",82990,ประกอบกิจการประเมินมูลค่าความเสียหายและการจัดการตกลงเรื่องการชดใช้ค่าสินไหมทดแทน,97/2 หมู่ที่ 10  ต.เหมืองหม้อ อ.เมืองแพร่ จ.แพร่ 54000,,
1,0555559000251,บจ.ประชารัฐรักสามัคคีน่าน (วิสาหกิจเพื่อสังคม) จำกัด,22/6/2559," 4,000,000 ",47190,ประกอบกิจการค้าปลีก ค้าส่งสินค้าตามที่กำหนดไว้ในวัตถุประสงค์,318/10 ถนนมหายศ  ต.ในเวียง อ.เมืองน่าน จ.น่าน 55000,,
2,0555559000189,บจ.ออสโตร ไทย กูร์เมต์ จำกัด,13/6/2559," 2,800,000 ",56101,การบริการด้านอาหารในภัตตาคาร/ร้านอาหาร,74/4 ถนนข้าหลวง  ต.ในเวียง อ.เมืองน่าน จ.น่าน 55000,,
3,0555559000235,บจ.ฮงสอ จำกัด,20/6/2559," 2,000,000 ",56101,ประกอบกิจการร้านอาหาร ปรุงอาหาร ขนม หรือเครื่องดื่มจำหน่าย,54 หมู่ที่ 11  ต.ไชยสถาน อ.เมืองน่าน จ.น่าน 55000,,
4,0553559000381,หจ.รุจน์รุ่งเรือง,15/6/2559," 1,000,000 ",86101,ประกอบกิจการสถานพยาบาล รับรักษาคนไข้และผู้ป่วยเจ็บ,225 หมู่ที่ 9  ต.ฝายแก้ว อ.ภูเพียง จ.น่าน 55000,,
5,0555559000197,บจ.อัลติเมท ซุปเปอร์ โลจิสติกส์ จำกัด,13/6/2559," 1,000,000 ",49323,ประกอบกิจการขนส่งและขนถ่ายสินค้า คนโดยสารทั้งทางบก ทางน้ำ ทางอากาศ ทั้งภายในประเทศและนอกประเทศ,291 หมู่ที่ 11  ต.ไชยสถาน อ.เมืองน่าน จ.น่าน 55000,,
6,0555559000219,บจ.รักษาความปลอดภัย คุ้มภัย การ์ด เซอร์วิส จำกัด,17/6/2559," 1,000,000 ",80100,ประกอบกิจการการรักษาความปลอดภัย,21 หมู่ที่ 1  ต.ถืมตอง อ.เมืองน่าน จ.น่าน 55000,,
7,0555559000243,บจ.รวยบุญ กรุ๊ป จำกัด,20/6/2559," 1,000,000 ",32909,ประกอบกิจการผลิต จำหน่าย สินค้าจากชุมชนและสินค้าจากธรรมชาติทุกประเภท,115 หมู่ที่ 8  ต.เมืองจัง อ.ภูเพียง จ.น่าน 55000,,
8,0553559000390,หจ.น่านฉลาดสร้าง,15/6/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้างทุกชนิด,198 หมู่ที่ 4  ต.กลางเวียง อ.เวียงสา จ.น่าน 55110,,
9,0553559000403,หจ.ไมตรีจิต 01,22/6/2559," 1,000,000 ",46205,ประกอบกิจการจำหน่ายพันธุ์ต้นกล้ากาแฟ,169 หมู่ที่ 10  ต.อ่ายนาไลย อ.เวียงสา จ.น่าน 55110,,
10,0553559000420,หจ.นิติกานต์โยธา,29/6/2559," 1,000,000 ",41002,รับเหมาก่อสร้าง,142 หมู่ที่ 1  ต.สถาน อ.ปัว จ.น่าน 55120,,
11,0555559000201,บจ.ไวท์ วิลล่า ฟาร์ม จำกัด,17/6/2559," 1,000,000 ",46313,ประกอบกิจการการค้าผักและพืชผลทางการเกษตรทุกชนิด,57 หมู่ที่ 5  ต.ป่าคา อ.ท่าวังผา จ.น่าน 55140,,
12,0553559000373,หจ.พรหมเจริญก่อสร้าง,2/6/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง,4 หมู่ที่ 8  ต.พงษ์ อ.สันติสุข จ.น่าน 55210,,
13,0553559000411,หจ.หนานคิดรุ่งเรือง,27/6/2559," 500,000 ",46692,การค้าปุ๋ย ยาปราบศัตรูพืช ยาบำรุงพืช,83 หมู่ที่ 4  ต.ท่าวังผา อ.ท่าวังผา จ.น่าน 55140,,
14,0555559000260,บจ.นิลี้ เบอร์รี่ จำกัด,23/6/2559," 500,000 ",10309,การแปรรูปและการถนอมผลไม้และผักด้วยวิธีอื่นๆ,85 หมู่ที่ 8  ต.หนองแดง อ.แม่จริม จ.น่าน 55170,,
1,0565559000227,บจ.เอเชีย แอร์โร พอร์ต จำกัด,15/6/2559," 5,000,000 ",52231,ประกอบกิจการสนามบิน รวมทั้งบริหารกิจการสนามบินให้กับสายการบิน ต่างๆ,293 หมู่ที่ 3  ต.ท่าวังทอง อ.เมืองพะเยา จ.พะเยา 56000,,
2,0565559000235,บจ.เดอะ แฟรงคลิน ฟาร์ม จำกัด,17/6/2559," 1,500,000 ",46109,ประกอบกิจการนำเข้า-ส่งออก,56 หมู่ที่ 6  ต.ป่าซาง อ.ดอกคำใต้ จ.พะเยา 56120,,
3,0563559000390,หจ.ซีเอ็นเอ็กซ์ แลงเกจ แอนด์ ทรานสเลชั่น,14/6/2559," 1,000,000 ",74901,ประกอบกิจการให้บริการแปลภาษางานแปลวิทยานิพนธ์งานวิจัยจากส่วนราชการและเอกชน,95/9 ถนนวัดลี  ต.เวียง อ.เมืองพะเยา จ.พะเยา 56000,,
4,0565559000243,บจ.เคที ฟิวเจอร์ เอ็นเตอร์ไพรส์ จำกัด,21/6/2559," 1,000,000 ",46499,ประกอบกิจการค้าเครื่องครัวเรือน,223/1 หมู่ที่ 3  ต.ท่าวังทอง อ.เมืองพะเยา จ.พะเยา 56000,,
5,0563559000373,หจ.น้ำทอง ก่อสร้าง (2016),6/6/2559," 1,000,000 ",41002,รับเหมาก่อสร้างทุกชนิด,258 หมู่ที่ 4  ต.ดอนศรีชุม อ.ดอกคำใต้ จ.พะเยา 56120,,
6,0563559000365,หจ.เสือภูธร  กรุ๊ป,3/6/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง,15 หมู่ที่ 7  ต.ป่าแฝก อ.แม่ใจ จ.พะเยา 56130,,
7,0563559000381,หจ.พีโออาร์ ก่อสร้าง,8/6/2559," 700,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง,179 หมู่ที่ 12  ต.ดงเจน อ.ภูกามยาว จ.พะเยา 56000,,
8,0563559000403,หจ.พะเยาซิตตี้โกลด์,14/6/2559," 500,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง,168 หมู่ที่ 7  ต.ท่าวังทอง อ.เมืองพะเยา จ.พะเยา 56000,,
9,0565559000251,บจ.รักษาความปลอดภัย รัตนชาติ จำกัด,28/6/2559," 500,000 ",80100,บริการรักษาความปลอดภัย,81 หมู่ที่ 11  ต.บ้านต๋อม อ.เมืองพะเยา จ.พะเยา 56000,,
10,0563559000411,หจ.ภูซางเรดิโอ,15/6/2559," 100,000 ",60101,ประกอบกิจการวิทยุกระจายเสียง,148 หมู่ที่ 13  ต.ภูซาง อ.ภูซาง จ.พะเยา 56110,,
1,0573559001752,หจ.วานิฑา,10/6/2559," 5,000,000 ",56101,ประกอบกิจการร้านจำหน่ายอาหารและเครื่องดื่ม,88/8 หมู่ที่ 11  ต.รอบเวียง อ.เมืองเชียงราย จ.เชียงราย 57000,,
2,0575559001681,บจ.ศักดิ์ทอง แกรนด์ จำกัด,21/6/2559," 5,000,000 ",55101,โรงแรม รีสอร์ท,238 หมู่ที่ 9  ต.เวียง อ.เชียงของ จ.เชียงราย 57140,,
3,0575559001673,บจ.หงฟง อิมปอร์ต แอนด์ เอ็กซ์ปอร์ต จำกัด,20/6/2559," 5,000,000 ",46900,ประกอบกิจการค้า นำเข้า-ส่งออก สินค้าอุปโภคบริโภคและสินค้าทางการเกษตรทุกชนิด,1006 หมู่ที่ 3  ต.เวียง อ.เชียงแสน จ.เชียงราย 57150,,
4,0573559001892,หจ.ทรัพย์มหานิยมคอนสตรัคชั่น,27/6/2559," 5,000,000 ",41002,รับเหมาก่อสน้าง,29 หมู่บ้านตั้งข้าว หมู่ที่ 2 ซอย5  ต.เวียง อ.เทิง จ.เชียงราย 57160,,
5,0575559001517,บจ.แลนด์มาร์ท (ประเทศไทย) จำกัด,9/6/2559," 3,000,000 ",46530,ประกอบกิจการจำหน่ายเครื่องจักร อุปกรณ์และเครื่องใช้ทางการเกษตร,945 หมู่ที่ 1  ต.เมืองพาน อ.พาน จ.เชียงราย 57120,,
6,0573559001612,หจ.สิทธิณี 1981,6/6/2559," 2,000,000 ",41002,รับเหมาก่อสร้าง,426/13 หมู่ที่ 19  ต.รอบเวียง อ.เมืองเชียงราย จ.เชียงราย 57000,,
7,0573559001833,หจ.เชียงรายกิจนรา,20/6/2559," 2,000,000 ",41002,รับเหมาก่อสร้างทุกชนิด,66 หมู่ที่ 4  ต.ท่าสุด อ.เมืองเชียงราย จ.เชียงราย 57000,,
8,0575559001622,บจ.อู่เทคนิค จำกัด,15/6/2559," 2,000,000 ",45201,ประกอบกิจการให้บริการซ่อมแซ่ม บำรุงรักษา สำหรับยานพาหนะทุกประเภท,101 หมู่ที่ 9  ต.สันทราย อ.เมืองเชียงราย จ.เชียงราย 57000,,
9,0575559001461,บจ.ซากุระ ฟาร์ม จำกัด,6/6/2559," 2,000,000 ",81300,ประกอบกิจการปลูก ดูแล บำรุงรักษาและจำหน่ายพันธุ์ไม้ทุกชนิด ทุกประเภท,293 หมู่ที่ 15  ต.นางแล อ.เมืองเชียงราย จ.เชียงราย 57100,,
10,0575559001746,บจ.ดาวเหนือ เมทัลชีท เชียงราย จำกัด,28/6/2559," 2,000,000 ",25111,ประกอบกิจการผลิต และจำหน่าย หลังคาเหล็ก โครงสร้าง อาคาร โรงงาน บ้านจัดสรร,189 หมู่ที่ 10  ต.ทรายขาว อ.พาน จ.เชียงราย 57120,,
11,0573559001736,หจ.วุฒิภัทรวรรณทรัพย์,10/6/2559," 2,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้างอาคาร อาคารพาณิชย์ อาคารที่พักอาศัย และงานก่อสร้างอื่นทุกชนิด,257 หมู่ที่ 10  ต.โป่งผา อ.แม่สาย จ.เชียงราย 57130,,
12,0575559001436,บจ.ซวงจี้ จำกัด,2/6/2559," 2,000,000 ",46900,ประกอบกิจการนำเข้าและจำหน่ายผ้าขนหนู ผ้าห่อ ผ้าเช็ดเท้า เสื้อผ้า กิ๊ฟช็อป ไฟฉาย ทิชชู มุ้งลวด,634/7 หมู่ที่ 4  ต.เวียงพางคำ อ.แม่สาย จ.เชียงราย 57130,,
13,0575559001487,บจ.เพิ่มทรัพย์ 999 ซูการ์เอ็กซ์ปอร์ต จำกัด,6/6/2559," 2,000,000 ",49323,ประกอบกิจการขนส่งและขนถ่ายสินค้าและคนโดยสารทั้งทางบกทางน้ำทางอากาศ ทั้งภายในประเทศและระหว่างประเทศ,964/5 หมู่ที่ 3  ต.เวียง อ.เชียงแสน จ.เชียงราย 57150,,
14,0575559001509,บจ.จินเซี่ยง อินเตอร์เนชั่นแนล จำกัด,8/6/2559," 2,000,000 ",46313,ประกอบกิจการรับซื้อพืชผลทางการเกษตร เช่น มะละกอ กล้วยหอม สับปะรด ลำไย แคนตาลูป,68 หมู่ที่ 1  ต.เม็งราย อ.พญาเม็งราย จ.เชียงราย 57290,,
15,0573559001639,หจ.ดา ดา อิมปอร์ต เอ็กซ์ปอร์ต,6/6/2559," 1,500,000 ",45301,ประกอบกิจการส่งออก อุปกรณ์ อะไหล่รถยนต์ จักรยานยนต์,173 หมู่ที่ 13  ต.แม่สาย อ.แม่สาย จ.เชียงราย 57130,,
16,0573559001698,หจ.พิษณุไอคลู้ดฟาร์ม,9/6/2559," 1,500,000 ",46313,จำหน่ายผัก ผลไม้ ข้าวสาร,301/8 หมู่ที่ 2 ถนนหนองมูต  ต.เวียง อ.เชียงแสน จ.เชียงราย 57150,,
17,0573559001680,หจ.ที.เค.คณากร,9/6/2559," 1,200,000 ",46433,การขายส่งเครื่องกีฬา,15/2 หมู่ที่ 1  ต.เวียง อ.เทิง จ.เชียงราย 57160,,
18,0573559001582,หจ.ไอที  โปรเจค  แอนด์  ซัพพลาย,1/6/2559," 1,000,000 ",46510,จำหน่ายคอมพิวเตอร์พร้อมสินค้าอุปกรณ์ไอที,201 หมู่ที่ 5  ต.รอบเวียง อ.เมืองเชียงราย จ.เชียงราย 57000,,
19,0573559001671,หจ.งามการ  คอนสตรัคชั่น,8/6/2559," 1,000,000 ",42101,การรับเหมาก่อสร้าง ถนน งานก่อสร้างอื่นทุกชนิด รวมทั้งรับงานโยธาทุกประเภท,380 หมู่ที่ 11  ต.ทุ่งก่อ อ.เวียงเชียงรุ้ง จ.เชียงราย 57000,,
20,0573559001710,หจ.สวัสดีเชียงรายทราเวล,10/6/2559," 1,000,000 ",49323,ประกอบกิจการขนส่งและขนถ่ายสินค้า และคนโดยสารทั้งทางบก ทางน้ำ ทางอากาศ,173 หมู่ที่ 5  ต.สันทราย อ.เมืองเชียงราย จ.เชียงราย 57000,,
21,0573559001906,หจ.ท่าสายอลูมิเนียม,27/6/2559," 1,000,000 ",46639,ประกอบกิจการจำหน่าย ปลีก-ส่ง พร้อมติดตั้ง อลูมิเนียม กระจก ฝ้าเพดาน วัสดุอุปกรณ์ก่อสร้างทุกชนิด,1 หมู่ที่ 2  ต.ท่าสาย อ.เมืองเชียงราย จ.เชียงราย 57000,,
22,0575559001576,บจ.เอสวีจี กรุ๊ป ออฟ คอมพานี (ไทยแลนด์) จำกัด,10/6/2559," 1,000,000 ",62011,การให้บริการด้านการออกแบบพัฒนาเว็บไซต์,197 หมู่ที่ 21  ต.ห้วยสัก อ.เมืองเชียงราย จ.เชียงราย 57000,,
23,0575559001592,บจ.เนิร์ซพุทธรักษ์ จำกัด,13/6/2559," 1,000,000 ",85302,ประกอบกิจการสถานศึกษาสำหรับบุคลากรทางการพยาบาล,340 หมู่ที่ 22 ถนนสนามกีฬากลาง  ต.รอบเวียง อ.เมืองเชียงราย จ.เชียงราย 57000,,
24,0575559001606,บจ.พระคุณข้าว จำกัด,13/6/2559," 1,000,000 ",56102,จำหน่ายอาหาร เครื่องดื่ม ในรูปแบบต่างๆ,423/3 ถนนบรรพปราการ  ต.เวียง อ.เมืองเชียงราย จ.เชียงราย 57000,,
25,0573559001647,หจ.จ.รุ่งเจริญสุข ก่อสร้าง,6/6/2559," 1,000,000 ",41001,รับเหมาก่อสร้างอาคารพาณิชย์ ที่อยู่อาศัยทุกชนิด,254 หมู่ที่ 2  ต.แม่ยาว อ.เมืองเชียงราย จ.เชียงราย 57100,,
26,0573559001809,หจ.เรียกทรัพย์,20/6/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้างอาคาร อาคารพาณิชย์ อาคารที่พักอาศัย งานก่อสร้างอย่างอื่นทุกชนิด,292 หมู่ที่ 8  ต.บ้านดู่ อ.เมืองเชียงราย จ.เชียงราย 57100,,
27,0575559001444,บจ.ดราฟไซท์ คอนสตรัคชั่น จำกัด,3/6/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้างอาคาร อาคารพาณิชย์ สถานที่ทำการ และงานก่อสร้างอย่างอื่นทุกชนิด,279 หมู่ที่ 1  ต.บ้านดู่ อ.เมืองเชียงราย จ.เชียงราย 57100,,
28,0575559001452,บจ.ดิบดี ดีไซด์ สตูดิโอ จำกัด,3/6/2559," 1,000,000 ",71101,ประกอบกิจการบริการทางสถาปัตยกรรม,279 หมู่ที่ 1  ต.บ้านดู่ อ.เมืองเชียงราย จ.เชียงราย 57100,,
29,0575559001479,บจ.เชียงราย ทรัพย์ ทรายงาม จำกัด,6/6/2559," 1,000,000 ",08103,ประกอบกิจการ การทำท่าทราย ขุดทราย ดูดทราย เพื่อนำมาจำหน่ายรวมทั้งหิน ดิน ทราย หินลูกลัง,22 หมู่ที่ 13  ต.แม่ข้าวต้ม อ.เมืองเชียงราย จ.เชียงราย 57100,,
30,0575559001631,บจ.ที่นี่เชียงราย จำกัด,16/6/2559," 1,000,000 ",47912,ทำการซื้อขายสินค้า หรือบริการ โดยวิธีการใช้สื่ออิเล็คทรอนิกส์ผ่านระบบเครือข่ายอินเตอร์เน็ต,34 หมู่ที่ 1  ต.นางแล อ.เมืองเชียงราย จ.เชียงราย 57100,,
31,0575559001703,บจ.แอท นอร์ท ไทย จำกัด,21/6/2559," 1,000,000 ",46433,ประกอบกิจการนำเข้า-ส่งออก อุปกรณ์เครื่องเล่นสนามสำหรับเด็ก-อุปกรณ์ออกกำลังกาย ทุกประเภท,486/1 หมู่ที่ 4  ต.ริมกก อ.เมืองเชียงราย จ.เชียงราย 57100,,
32,0573559001850,หจ.เมืองเย็น,21/6/2559," 1,000,000 ",41002,รับเหมาก่อสร้าง,166 หมู่ที่ 2  ต.ศรีค้ำ อ.แม่จัน จ.เชียงราย 57110,,
33,0575559001754,บจ.ด้าหัว (ประเทศไทย) จำกัด,29/6/2559," 1,000,000 ",46209,ประกอบกิจการ ขายขุยมะพร้าว ใบมะพร้าวอัดก้อน จำหน่ายในประเทศและส่งออกยังต่างประเทศ,197 หมู่ที่ 1  ต.จอมสวรรค์ อ.แม่จัน จ.เชียงราย 57110,,
34,0573559001591,หจ.แซทิเอท,2/6/2559," 1,000,000 ",47525,ประกอบกิจการค้าวัสดุก่อสร้าง อุปกรณ์และเครื่องมือใช้ในการก่อสร้าง,182 หมู่ที่ 7  ต.ทรายขาว อ.พาน จ.เชียงราย 57120,,
35,0573559001841,หจ.คลังสุรา เชียงราย,20/6/2559," 1,000,000 ",47221,ประกอบกิจการจำหน่ายสุรา เครื่องดื่มแอลกอฮอล์ ทั้งในและต่างประเทศ,464 หมู่ที่ 19  ต.เมืองพาน อ.พาน จ.เชียงราย 57120,,
36,0575559001614,บจ.เมืองพานรถยก จำกัด,15/6/2559," 1,000,000 ",49339,การขนส่งรถยนต์,418 หมู่ที่ 19  ต.เมืองพาน อ.พาน จ.เชียงราย 57120,,
37,0573559001744,หจ.นอร์ท โปรเจค 9,10/6/2559," 1,000,000 ",46594,ประกอบกิจการจัดซื้อและจำหน่ายวัสดุอุปกรณ์สำนักงานทุกชนิด,153 หมู่ที่ 5  ต.แม่สาย อ.แม่สาย จ.เชียงราย 57130,,
38,0573559001787,หจ.ไท่ซุน เมล็ดมะม่วงหิมพานต์,16/6/2559," 1,000,000 ",46319,ประกอบกิจการค้า เม็ดมะม่วงหิมพานต์แปรรูปและพืชผลทางการเกษตรแปรรูปทุกชนิด,130/1 หมู่ที่ 2  ต.แม่สาย อ.แม่สาย จ.เชียงราย 57130,,
39,0573559001884,หจ.รุ่งฉัตรคอนสตรัคชั่น,24/6/2559," 1,000,000 ",41002,รับเหมาก่อสร้างที่ไม่ใช้ที่พักอาศัย,72/2 หมู่ที่ 1  ต.โป่งผา อ.แม่สาย จ.เชียงราย 57130,,
40,0575559001665,บจ.ลัดดา มันนี่ เชนเจอร์ จำกัด,20/6/2559," 1,000,000 ",66123,กิจกรรมเกี่ยวกับและเปลี่ยนเงินตราต่างประเทศ,84-85 หมู่ที่ 10  ต.แม่สาย อ.แม่สาย จ.เชียงราย 57130,,
41,0573559001604,หจ.ที เจ เอ็กซ์พอร์ต,3/6/2559," 1,000,000 ",46315,ประกอบกิจการส่งออกข้าว และพืชผลทางการเกษตรทุกชนิด,34/2 หมู่ที่ 9  ต.ครึ่ง อ.เชียงของ จ.เชียงราย 57140,,
42,0573559001817,หจ.ปูจัน  โปรดักส์ชั่น,20/6/2559," 1,000,000 ",47411,ประกอบกิจการจำหน่ายคอมพิวเตอร์พร้อมอุปกรณ์ สินค้าไอที,86/1 หมู่ที่ 9  ต.ครึ่ง อ.เชียงของ จ.เชียงราย 57140,,
43,0575559001410,บจ.เบญจรินทร์ จำกัด,2/6/2559," 1,000,000 ",46103,ประกอบกิจการนำเข้า ส่งออก ตัวแทน จัดจำหน่าย รับจ้างทำของ เครื่องประดับทุกชนิด ทอง นาก เงิน,28 หมู่ที่ 9  ต.ศรีดอนชัย อ.เชียงของ จ.เชียงราย 57140,,
44,0575559001568,บจ.ไทย จง อินเตอร์เนชั่นแนล จำกัด,10/6/2559," 1,000,000 ",46109,ประกอบกิจการติดต่อซื้อขาย ขายสินค้า การนำเข้า ส่งออกสินค้าทั่วไป,168/32 หมู่ที่ 9  ต.เวียง อ.เชียงของ จ.เชียงราย 57140,,
45,0575559001584,บจ.เชียงของ ฟาร์ม จำกัด,13/6/2559," 1,000,000 ",01299,เกษตรกรรมทำสวน ทำไร่ ทำนา เลี้ยงสัตว์ ค้าขายสินค้าเกษตร,39 หมู่ที่ 6  ต.เวียง อ.เชียงของ จ.เชียงราย 57140,,
46,0575559001690,บจ.เอส เค วาย ชิปปิ้ง อินเตอร์ จำกัด,21/6/2559," 1,000,000 ",46312,นำเข้าส่งออก สัตว์น้ำ ซากสัตว์น้ำ ผลิตภัณฑ์สัตว์น้ำทุกชนิด ทุกประเภท,187 หมู่ที่ 12  ต.ศรีดอนชัย อ.เชียงของ จ.เชียงราย 57140,,
47,0575559001720,บจ.ธนภูมิลิสซิ่ง จำกัด,27/6/2559," 1,000,000 ",77101,ประกอบกิจการเช่า ให้เช่า เช่าซื้อ ขายรถยนต์ รถจักรยานยนต์ และยานพาหนะอื่นๆ ทั้งของเก่า ของใหม่,456 หมู่ที่ 10  ต.เวียง อ.เชียงของ จ.เชียงราย 57140,,
48,0573559001868,หจ.พีซีอาร์ อินเตอร์เทรดดิ้ง,22/6/2559," 1,000,000 ",46530,ประกอบกิจการ ขายเครื่องมืออุปกรณ์ทางการเกษตร,879/3 หมู่ที่ 2  ต.เวียง อ.เชียงแสน จ.เชียงราย 57150,,
49,0575559001649,บจ.ทีเอฟวายเอช จำกัด,17/6/2559," 1,000,000 ",46313,ประกอบกิจการนำเข้า-ส่งออกผลไม้และพืชผลทางการเกษตร,324 หมู่ที่ 4  ต.ท่าก๊อ อ.แม่สรวย จ.เชียงราย 57180,,
50,0575559001428,บจ.หมั้นเมือง จำกัด,2/6/2559," 1,000,000 ",82302,ประกอบกิจการ รับจัดงาน รับจัดงานอีเวนท์ครบวงจร รับออกแบบโครงสร้างบูธ,121 หมู่ที่ 7  ต.เวียงเหนือ อ.เวียงชัย จ.เชียงราย 57210,,
51,0575559001711,บจ.อัยราบิลด์ จำกัด,24/6/2559," 1,000,000 ",41002,การก่อสร้างอาคารที่ไม่ใช่ที่พักอาศัย,169 หมู่ที่ 3  ต.เวียงชัย อ.เวียงชัย จ.เชียงราย 57210,,
52,0575559001657,บจ.ป่าไผ่ จำกัด,17/6/2559," 1,000,000 ",68101,ประกอบกิจการค้าที่ดิน จัดสรรบ้านและที่ดินเพื่อจำหน่าย จ่ายโอน เช่า ให้เช่าแก่บุคคลและนิติบุคคลทั่วไป,245 หมู่ที่ 9  ต.ป่าก่อดำ อ.แม่ลาว จ.เชียงราย 57250,,
53,0573559001876,หจ.อ.พูนทวี,22/6/2559," 1,000,000 ",41002,รับเหมาก่อสร้าง,170 หมู่ที่ 5  ต.จันจว้า อ.แม่จัน จ.เชียงราย 57270,,
54,0573559001655,หจ.พญาเม็งรายการเกษตร,7/6/2559," 1,000,000 ",01225,ประกอบกิจการปลูกกล้วย มะละกอ,68 หมู่ที่ 1  ต.เม็งราย อ.พญาเม็งราย จ.เชียงราย 57290,,
55,0573559001663,หจ.กำไลทิพ  2009,8/6/2559," 1,000,000 ",47190,ประกอบกิจการจำหน่ายสินค้าอุปโภคบริโภคทุกชนิด และบุหรี่ เครื่องดื่ม น้ำแร่ น้ำผลไม้ สุรา เบียร์ ฯลฯ,463 หมู่ที่ 10  ต.เม็งราย อ.พญาเม็งราย จ.เชียงราย 57290,,
56,0575559001525,บจ.ทวีฟู้ด จำกัด,9/6/2559," 1,000,000 ",46312,ประกอบกิจการนำเข้า-ส่งออก ปลาทะเล อาหารทะเล รวมทั้งอาหารแปรรูปทุกชนิด,152 หมู่ที่ 4  ต.ต้า อ.ขุนตาล จ.เชียงราย 57340,,
