นิติบุคคลจัดตั้งเดือนเมษายน  2559,,,,,,,,,
ทั่วประเทศ,,,,,,,,,
ลำดับ,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ","รหัส
วัตถุประสงค์",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
36,0243559000376,หจ.69 กรุ๊ป,7/4/2559," 500,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง,32/2 หมู่ที่ 5  ต.ท่าตะเกียบ อ.ท่าตะเกียบ จ.ฉะเชิงเทรา 24160,,
37,0243559000422,หจ.หัวนา การเกษตร,25/4/2559," 500,000 ",46692,ประกอบกิจการจำหน่ายปุ๋ยเคมี ปุ๋ยอินทรีย์ และอุปกรณ์การเกษตรทุกประเภท,542/1 หมู่ที่ 4 ซอยบางมะเฟือง  ต.คู้ยายหมี อ.สนามชัยเขต จ.ฉะเชิงเทรา 24160,,
38,0245559000998,บจ.ซี.เอ็น.เอ็น.เทคโนโลยี่ จำกัด,11/4/2559," 100,000 ",41002,การก่อสร้างอาคาร,107/1 หมู่ที่ 7  ต.บางพระ อ.เมืองฉะเชิงเทรา จ.ฉะเชิงเทรา 24000,,
1,0255559000599,บจ.ไอทาวน์ แลนด์ 2 จำกัด,20/4/2559," 43,050,000 ",68101,ประกอบกิจการด้านอสังหาริมทรัพย์,274 หมู่ที่ 2  ต.ท่าตูม อ.ศรีมหาโพธิ จ.ปราจีนบุรี 25140,,
2,0255559000572,บจ.ล้อทองคำ เวสต์ จำกัด,11/4/2559," 2,000,000 ",49339,ขนส่งและกำจัดของเสียจากอุตสาหกรรม,60/355 หมู่ที่ 2  ต.ดงพระราม อ.เมืองปราจีนบุรี จ.ปราจีนบุรี 25000,,
3,0255559000602,บจ.มายกรีนทาวน์ 2 จำกัด,21/4/2559," 2,000,000 ",68104,ประกอบกิจการให้เช่าพื้นที่ อาคาร,274 หมู่ที่ 2  ต.ท่าตูม อ.ศรีมหาโพธิ จ.ปราจีนบุรี 25140,,
4,0255559000521,บจ.ติณณ์อะตอม สปอร์ต จำกัด,1/4/2559," 1,000,000 ",46103,ประกอบกิจการนำเข้าและส่งออก ได้แก่ เครื่องกีฬา  อุปกรณ์กีฬา,40/1 ซอยบุญชู  ต.หน้าเมือง อ.เมืองปราจีนบุรี จ.ปราจีนบุรี 25000,,
5,0255559000548,บจ.บูรพาปั่นจั่น โมบายล์เครน จำกัด,5/4/2559," 1,000,000 ",42201,บริการ ขุด เจาะ บาดาล,25 หมู่ที่ 12  ต.ดงขี้เหล็ก อ.เมืองปราจีนบุรี จ.ปราจีนบุรี 25000,,
6,0253559000376,หจ.ชาตรี ซัพพลายแอนด์เซอร์วิส,21/4/2559," 1,000,000 ",33121,ซ่อมแซม บำรุง เครื่องจักร,199 หมู่ที่ 7  ต.เขาไม้แก้ว อ.กบินทร์บุรี จ.ปราจีนบุรี 25110,,
7,0253559000392,หจ.ซี แอนด์ ซี เซอร์วิส,22/4/2559," 1,000,000 ",46599,จำหน่ายอุปกรณ์ อะไหล่ วัสดุ ที่ใช้ในโรงงานอุตสาหกรรม,110/93 หมู่ที่ 1  ต.หนองกี่ อ.กบินทร์บุรี จ.ปราจีนบุรี 25110,,
8,0253559000414,หจ.ช.ช้าง เอ็นจิเนียริ่ง,28/4/2559," 1,000,000 ",41002,รับเหมาก่อสร้าง,142/51 หมู่ที่ 2  ต.นนทรี อ.กบินทร์บุรี จ.ปราจีนบุรี 25110,,
9,0343559000936,หจ.ศรีจันทร์เลิศ,11/4/2559," 1,000,000 ",42201,รับเหมาขุดวางท่อประปา,88/152 หมู่ที่ 9  ต.หนองกี่ อ.กบินทร์บุรี จ.ปราจีนบุรี 25110,,
10,0255559000629,บจ.กบินทร์พิทักษ์ทรัพย์ 2007 จำกัด,29/4/2559," 1,000,000 ",80100,รักษาความปลอดภัย,152 หมู่ที่ 15  ต.นนทรี อ.กบินทร์บุรี จ.ปราจีนบุรี 25110,,
11,0253559000350,หจ.บริการสังคมและการขนส่ง,20/4/2559," 1,000,000 ",49339,ประกอบกิจการขนส่ง,59/1 หมู่ที่ 1  ต.ท่าตูม อ.ศรีมหาโพธิ จ.ปราจีนบุรี 25140,,
12,0253559000368,หจ.เดอะ ทริปเปิล บี,21/4/2559," 1,000,000 ",96201,บริการซัก อบ รีด ผ้า,369/56 หมู่ที่ 7  ต.ท่าตูม อ.ศรีมหาโพธิ จ.ปราจีนบุรี 25140,,
13,0253559000384,หจ.เดอะ ซันแอร์,21/4/2559," 1,000,000 ",46521,จำหน่ายอะไหล่ อุปกรณ์และเครื่องมือช่าง เกี่ยวกับระบบไฟฟ้า แอร์ และอิเลคทรอนิคส์,353/223 หมู่ที่ 7  ต.ท่าตูม อ.ศรีมหาโพธิ จ.ปราจีนบุรี 25140,,
14,0253559000406,หจ.สปีดเรซซิ่ง,25/4/2559," 1,000,000 ",45302,ประกอบกิจการค้า ยางรถยนต์ อะไหล่และชิ้นส่วนรถยนต์,339/39 หมู่ที่ 10  ต.ท่าตูม อ.ศรีมหาโพธิ จ.ปราจีนบุรี 25140,,
15,0255559000530,บจ.อิทธิพลยนตการ จำกัด,1/4/2559," 1,000,000 ",45201,ประกอบกิจการให้บริการซ่อมแซม ปะผุ ทำสีซ่อมเครื่องยนต์และบำรุงรักษาเกี่ยวกับยานพาหนะทุกชนิด,170 หมู่ที่ 6  ต.หัวหว้า อ.ศรีมหาโพธิ จ.ปราจีนบุรี 25140,,
16,0255559000556,บจ.วันฉัตร คอนซัลแตนท์ จำกัด,7/4/2559," 1,000,000 ",84121,ประกอบกิจการจัดการศึกษาทุกระดับ รวมทั้งจัดการฝึกอบรมด้านต่าง ๆ,128 หมู่ที่ 4  ต.ศรีมหาโพธิ อ.ศรีมหาโพธิ จ.ปราจีนบุรี 25140,,
17,0255559000564,บจ.พิชะ อินดัสเทค จำกัด,7/4/2559," 1,000,000 ",46599,จำหน่ายอุปกรณ์ ชิ้นส่วน ที่ใช้ในอุตสาหกรรม,353/29 หมู่ที่ 7  ต.ท่าตูม อ.ศรีมหาโพธิ จ.ปราจีนบุรี 25140,,
18,0255559000581,บจ.มิดเดิ้ล  มายด์ จำกัด,11/4/2559," 1,000,000 ",10769,ผลิตและจำหน่ายสมุนไพรอโรม่า,373 หมู่ที่ 4  ต.ศรีมหาโพธิ อ.ศรีมหาโพธิ จ.ปราจีนบุรี 25140,,
19,0253559000341,หจ.มะลิแอนด์คำภา รวยทรัพย์ 2016,8/4/2559," 1,000,000 ",43221,รับวางระบบประปาหมู่บ้าน เจาะบ่อบาดาล,296 หมู่ที่ 7  ต.บุพราหมณ์ อ.นาดี จ.ปราจีนบุรี 25220,,
20,0255559000611,บจ.อินโนเทควิชันแอนต์ออโตเมชัน จำกัด,25/4/2559," 1,000,000 ",43210,ประกอบกิจการรับติดตั้งระบบไฟฟ้า สาธารณูปโภค,62 หมู่ที่ 8  ต.แก่งดินสอ อ.นาดี จ.ปราจีนบุรี 25220,,
1,0263559000082,หจ.นันทภัทร  คอนสตรัคชั่น,26/4/2559," 2,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง,212 หมู่ที่ 3  ต.เกาะหวาย อ.ปากพลี จ.นครนายก 26130,,
2,0263559000112,หจ.ทรีพลัส ฟาร์มแลนด์,29/4/2559," 1,000,000 ",20121,ผลิตและจัดจำหน่ายสินค้าทางการเกษตร ปุ๋ยอินทรีย์ ปุ๋ยเคมี ปุ๋ยชีวภาพ,141/2 หมู่ที่ 5  ต.พรหมณี อ.เมืองนครนายก จ.นครนายก 26000,,
3,0265559000157,บจ.มิเนอรัล ซัพพอร์ท จำกัด,1/4/2559," 1,000,000 ",08999,บริการรับเหมา ขุดเจาะแร่ บดแร่ ขนส่งแร่ แต่งแร่ วิเคราะห์-ตรวจสอบแร่,75/21 หมู่บ้านสุณิสา ฮิลล์ หมู่ที่ 1  ต.ท่าช้าง อ.เมืองนครนายก จ.นครนายก 26000,,
4,0265559000165,บจ.บ้านสวนคุณยาย จำกัด,12/4/2559," 1,000,000 ",68103,ประกอบกิจการหอพัก อพาร์ทเม้นท์ เซอร์วิสอพาร์ทเม้นท์  ห้องเช่า  ห้องประชุม ห้องอาหาร,616/1 หมู่ที่ 1  ต.สาริกา อ.เมืองนครนายก จ.นครนายก 26000,,
5,0265559000190,บจ.โปรมิกซ์ เคมิคอล แอนด์ ซัพพลาย จำกัด,22/4/2559," 1,000,000 ",46639,ประกอบกิจการค้าน้ำยาผสมคอนกรีต รวมทั้งอุปกรณ์ชุดจ่ายน้ำยา และอะไหล่,89/2 หมู่ที่ 4  ต.พรหมณี อ.เมืองนครนายก จ.นครนายก 26000,,
6,0265559000173,บจ.ภัทร จอย เวิลด์ จำกัด,21/4/2559," 1,000,000 ",47190,ประกอบกิจการค้าเครื่องอุปโภค บริโภค อุปกรณ์ เครื่องมือและเครื่องใช้ เฟอร์นิเจอร์ อุปกรณ์ทางการแพทย์,58 หมู่ที่ 10 ถนนสุวรรณศร  ต.บ้านพริก อ.บ้านนา จ.นครนายก 26110,,
7,0263559000066,หจ.แซนด์ ซัน ซี คอฟฟี่,11/4/2559," 1,000,000 ",56101,จำหน่ายเครื่องดื่ม ชา กาแฟ,16/1 หมู่ที่ 7  ต.คลองใหญ่ อ.องครักษ์ จ.นครนายก 26120,,
8,0265559000181,บจ.วริน  เรียลเอสเตท จำกัด,22/4/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง,37/7 หมู่ที่ 7  ต.บึงศาล อ.องครักษ์ จ.นครนายก 26120,,
9,0265559000203,บจ.สยามเกษตรอินทรีย์ จำกัด,26/4/2559," 1,000,000 ",46209,ประกอบกิจการค้าขายผลิตภัณฑ์ทางการเกษตร ป่าไม้ และประมง,104 หมู่ที่ 2  ต.บางปลากด อ.องครักษ์ จ.นครนายก 26120,,
10,0263559000091,หจ.อรวรรณ วัสดุก่อสร้าง,27/4/2559," 1,000,000 ",23951,ประกอบกิจการผลิตและจำหน่ายผลิตภัณฑ์คอนกรีตทุกชนิด,329 หมู่ที่ 3  ต.เกาะหวาย อ.ปากพลี จ.นครนายก 26130,,
11,0263559000104,หจ.เค พี เค วินท์ เทรดดิ้ง,29/4/2559," 500,000 ",47721,ประกอบกิจการจำหน่ายเครื่องมือแพทย์และอุปกรณ์ที่เกี่ยวข้องทุกชนิด,28 หมู่ที่ 5  ต.พรหมณี อ.เมืองนครนายก จ.นครนายก 26000,,
12,0263559000074,หจ.อบอุ่นดี,25/4/2559," 200,000 ",46692,ประกอบกิจการจำหน่ายขายส่ง ปลีกปุ๋ยและเคมีภัณฑ์,212 หมู่ที่ 6  ต.ดงละคร อ.เมืองนครนายก จ.นครนายก 26000,,
13,0263559000058,หจ.พี.เจ เจริญกาล,8/4/2559," 100,000 ",47190,ประกอบกิจการจำหน่ายสินค้าอุปโภค บริโภค และน้ำดื่ม เครื่องดื่มทุกชนิด,ข4-221/15 ถนนชลประสิทธิ์  ต.นครนายก อ.เมืองนครนายก จ.นครนายก 26000,,
1,0275559000220,บจ.มั่งมีศรีสุข กรุ๊ป จำกัด,4/4/2559," 4,800,000 ",46522,จำหน่ายกล้องวงจรปิดพร้อมอุปกรณ์ แผงโซล่าเวล คอมพิวเตอร์ พร้อมอุปกรณ์วิทยุสื่อสารและอุปกรณ์อื่นๆ,6 ถนนธนะวิธี  ต.อรัญประเทศ อ.อรัญประเทศ จ.สระแก้ว 27120,,
2,0273559000261,หจ.พนิดาการก่อสร้าง,18/4/2559," 1,500,000 ",41002,การก่อสร้างอาคารที่ไม่ใช่ที่พักอาศัย,229 หมู่ที่ 14  ต.ท่าเกวียน อ.วัฒนานคร จ.สระแก้ว 27160,,
3,0273559000236,หจ.อธิษฐ์ 2556,1/4/2559," 1,000,000 ",68201,ประกอบกิจการให้เช่าซื้อ การขาย การซื้อและการดำเนินงานด้านอสังหาริมทรัพย์,446/1 ถนนสุวรรณศร  ต.ท่าเกษม อ.เมืองสระแก้ว จ.สระแก้ว 27000,,
4,0273559000279,หจ.ฐานิตทรัพย์เจริญ,19/4/2559," 1,000,000 ",47190,จำหน่ายสินค้าอุปโภคบริโภคทั่วไปทุกชนิดทุกประเภท,37/22 ถนนกม.5 ฝั่งซ้าย  ต.อรัญประเทศ อ.อรัญประเทศ จ.สระแก้ว 27120,,
5,0273559000287,หจ.สุวเนตร อิมพอร์ต เอ็กพอร์ต,26/4/2559," 1,000,000 ",46311,ส่งออก ชิ้นส่วนไก่ ลูกชิ้น ไส้กรอก อาหารแปรรูปทุกประเภท,74/124 หมู่ที่ 7  ต.บ้านใหม่หนองไทร อ.อรัญประเทศ จ.สระแก้ว 27120,,
6,0275559000238,บจ.เอสเอส อินเตอร์ แก๊ส จำกัด,8/4/2559," 1,000,000 ",47300,ประกอบการค้าน้ำมันเชื้อเพลิง ปั้มแก๊ส ผลิตภัณฑ์อย่างอื่นที่ก่อให้เกิดพลังงานและสถานีบริการปั้มน้ำมัน,37/2 ถนนกม.2 ฝั่งซ้าย  ต.อรัญประเทศ อ.อรัญประเทศ จ.สระแก้ว 27120,,
7,0275559000246,บจ.ศรีกิจหุ่นพงศ์พันธ์ ธุรกิจยางยนต์ จำกัด,22/4/2559," 1,000,000 ",45301,ประกอบกิจการศูนย์บริการรถยนต์ครบวงจร จำหน่ายยางรถยนต์ อะไหล่รถยนต์,83 ถนนตอนการทาง  ต.อรัญประเทศ อ.อรัญประเทศ จ.สระแก้ว 27120,,
8,0273559000244,หจ.โชควัฒนา การช่าง,1/4/2559," 1,000,000 ",41002,รับเหมาก่อสร้าง,64 หมู่ที่ 3  ต.ตาพระยา อ.ตาพระยา จ.สระแก้ว 27180,,
9,0273559000252,หจ.เอส.เอ.โอ.คอนสทรัคชัน,12/4/2559," 200,000 ",41002,รับเหมาก่อสร้าง,259 หมู่ที่ 4  ต.ท่าเกษม อ.เมืองสระแก้ว จ.สระแก้ว 27000,,
10,0273559000295,หจ.พรี เซิฟ ทรานสปอร์ต,29/4/2559," 50,000 ",49323,ขนส่งและขนถ่ายสินค้า,214/470 หมู่ที่ 1  ต.บ้านด่าน อ.อรัญประเทศ จ.สระแก้ว 27120,,
1,0305559001713,บจ.ร่มโพธิ์ร่มไทรพืชผล จำกัด,4/4/2559," 24,000,000 ",46315,ประกอบกิจการค้าข้าว ข้าวโพด มันสำปะหลัง กาแฟ  น้ำมันปาล์ม ปอ ฝ้าย พืชทางการเกษตร,333 หมู่ที่ 4  ต.พันชนะ อ.ด่านขุนทด จ.นครราชสีมา 30210,,
2,0305559001772,บจ.รักษาความปลอดภัย ฟีนิกซ์ เอส แอนด์ ซี จำกัด,5/4/2559," 5,000,000 ",81210,บริการทำความสะอาดอาคาร,1340/17-18 ถนนสุรนารายณ์  ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
3,0305559001829,บจ.ซีซั่นนอล ไรซ์ เทรดดิ้ง จำกัด,11/4/2559," 5,000,000 ",46315,บรรจุข้าวจำหน่ายในประเทศและต่างประเทศ,222 หมู่ที่ 9  ต.พลับพลา อ.โชคชัย จ.นครราชสีมา 30190,,
4,0303559002033,หจ.แม่สายทอง,26/4/2559," 4,000,000 ",55101,ประกอบกิจการโรงแรม ห้องเช่า อพาร์ทเม้น หอพัก บ้านให้เช่า,208 หมู่ที่ 8  ต.หมื่นไวย อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
5,0303559001894,หจ.แข็งขัน,5/4/2559," 2,000,000 ",41002,รับเหมาก่อสร้างต่างๆ,472 ถนนพิบูลละเอียด  ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
6,0305559001918,บจ.ช้างสีฟ้า โฮลดิ้ง จำกัด,25/4/2559," 2,000,000 ",46413,ซื้อ ขาย วัสดุอุปกรณ์การผลิตเสื้อผ้า เครื่องนุ่งห่มทุกชนิด,67 หมู่ที่ 7  ต.โนนสำราญ อ.แก้งสนามนาง จ.นครราชสีมา 30440,,
7,0303559001924,หจ.เค.เอ็ม.บี เอ็นจิเนียริ่ง,8/4/2559," 1,090,000 ",43210,ประกอบกิจการรับวางระบบไฟฟ้า,หมู่บ้าน498 หมู่ที่ 15  ต.ประทาย อ.ประทาย จ.นครราชสีมา 30180,,
8,0303559001878,หจ.นิตารุ่งเรือง,4/4/2559," 1,000,000 ",41002,รับเหมาก่อสร้างต่างๆ รวมงานโยธาทุกประเภท,42 หมู่ที่ 4  ต.ตลาด อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
9,0303559001932,หจ.สยาม อัปสรา,11/4/2559," 1,000,000 ",82301,บริการจัดประชุม อบรม สัมมนาทั้งในและนอกสถานที่,1769 ถนนสืบศิริ  ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
10,0303559001941,หจ.เอสเอเอ็น คอมมูนิเคชั่น,12/4/2559," 1,000,000 ",43210,รับเหมาเดินสายไฟฟ้า อินเตอร์เน็ต โทรศัพท์ สายใยแก้ว ติดตั้งระบบไฟฟ้า ระบบตู้สาขา กล้องวงจรปิด,111/41 หมู่ที่ 11  ต.หัวทะเล อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
11,0303559001959,หจ.มั่นสินทรัพย์,19/4/2559," 1,000,000 ",41001,รับเหมากอ่สร้าง บ้านพักที่อาศัย อาคารพาณิชย์ อาคารสำนักงาน,249 หมู่ที่ 3  ต.ตลาด อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
12,0303559002009,หจ.มา เย่ กรีน (ประเทศไทย),22/4/2559," 1,000,000 ",20232,ผลิตและจำหน่ายเครื่องสำอางทุกชนิด,118 ซอยท้าวสุระ 3  ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
13,0303559002041,หจ.ซี เจ ฟีดส์,26/4/2559," 1,000,000 ",10294,ประกอบกิจการโรงงานผลิตและผสมอาหารสัตว์,265 หมู่ที่ 7  ต.พลกรัง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
14,0303559002050,หจ.โคโค่-เพอฟูม,27/4/2559," 1,000,000 ",46319,จำหน่ายอาหารเสริมเพื่อสุขภาพฯ สินค้าอุปโภคบริโภคฯลฯ,517/120 ถนนมิตรภาพ-หนองคาย  ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
15,0303559002068,หจ.สุเมธา ทาวเวอร์เซอร์วิส,27/4/2559," 1,000,000 ",42202,รับเหมาก่อสร้าง ติดตั้งเสาโทรคมนาคม ระบบสื่อสารทุกชนิด,171 หมู่ที่ 10  ต.หัวทะเล อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
16,0303559002092,หจ.ธรรมรัตนศิริ,29/4/2559," 1,000,000 ",41002,รับเหมาก่อสร้าง ขุด ขน ถมดิน,195 ถนนมหาดไทย  ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
17,0303559002106,หจ.ภัทรศิริ,29/4/2559," 1,000,000 ",41002,รับเหมาก่อสร้าง ขุด ขน ถมดิน,195 ถนนมหาดไทย  ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
18,0305559001683,บจ.เอพีแอล โมเดิร์นแพคเกจจิ้ง จำกัด,1/4/2559," 1,000,000 ",17020,ผลิตและตัดแบบบรรจุภัณฑ์อาหาร,109 หมู่ที่ 4  ต.ตลาด อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
19,0305559001691,บจ.ไอเดีย เมคเกอร์ ฮับ จำกัด,1/4/2559," 1,000,000 ",46109,เป็นนายหน้าหรือตัวแทนค้าต่าง ซึ่งทำการเกี่ยวกับสินค้าไม่ว่าอย่างใดๆ อย่างเดียวหรือหลายอย่างฯ,158/4 หมู่ที่ 4  ต.บ้านเกาะ อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
20,0305559001721,บจ.อินเตอร์คาร์บริการ 2559 จำกัด,4/4/2559," 1,000,000 ",45202,ประกอบกิจการทำสี เคาะ ปะผุ ซ่อมสี,117 หมู่ที่ 3 ถนนสิริราชธานี  ต.หมื่นไวย อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
21,0305559001748,บจ.ศิริ45 จำกัด,4/4/2559," 1,000,000 ",68102,จำหน่ายอสังหาริมทรัพย์และอสังหาริมทรัพย์พร้อมสิ่งปลูกสร้าง รวมจัดสรรที่ดิน แบ่งขาย ให้เช่า,165 หมู่ที่ 1  ต.หนองบัวศาลา อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
22,0305559001781,บจ.โรจนะพรทิพย์ จำกัด,8/4/2559," 1,000,000 ",59112,สถานีโทรทัศน์และวิทยุกระจายเสียงประชาสัมพันธ์ข่าวสาร สื่อโฆษณางานสินค้าฯลฯ,716/11 หมู่ที่ 3  ต.หนองบัวศาลา อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
23,0305559001853,บจ.เอส.ที.คอนสตรัคชั่น 2016 จำกัด,18/4/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง,61 หมู่ที่ 10  ต.โพธิ์กลาง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
24,0305559001861,บจ.ดีดี เอ็นจิเนียริ่ง 1999 จำกัด,18/4/2559," 1,000,000 ",41002,ประกอบกิจการก่อสร้าง รับเหมาก่อสร้าง ทุกชนิดทุกประเภท,163 หมู่ที่ 3  ต.พลกรัง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
25,0305559001870,บจ.เซว่า สปอร์ต จำกัด,20/4/2559," 1,000,000 ",32309,ผลิต จำหน่าย ถุงมือรักษาประตู และอุปกรณ์กีฬาทุกชนิด,157 ซอยเดชอุดม 22  ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
26,0305559001888,บจ.เอ เค ฟู๊ด โปรดักส์ จำกัด,21/4/2559," 1,000,000 ",46311,จำหน่าย ผลิต แปรรูป เก็บถนอมเนื้อสัตว์,105/17 ถนนจอมสุรางค์ยาตร์  ต.ในเมือง อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
27,0305559001896,บจ.แอมแคร์คอสเมติก จำกัด,22/4/2559," 1,000,000 ",46443,จำหน่ายเครื่องสำอาง,169 หมู่ที่ 2  ต.หมื่นไวย อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
28,0305559001926,บจ.บีไชน์ กรุ๊ป โปรดักส์ จำกัด,26/4/2559," 1,000,000 ",46443,จำหน่ายผลิตภัณฑ์เครื่องสำอาง อาหารเสริม คอสเมติกส์ เวชสำอาง ผลิตภัณฑ์บำรุงผิวกาย,236/10 หมู่บ้านนีโอพาร์ค หมู่ที่ 1  ต.หนองกระทุ่ม อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
29,0305559001993,บจ.โคราช ซีซี ทีวี จำกัด,29/4/2559," 1,000,000 ",43299,ติดตั้งสาธารณูปโภคทุกประเภท ติดตั้งระบบกล้องวงจรปิด ระบบคอมพิวเตอร์ ระบบไฟฟ้า,445/72 หมู่ที่ 9  ต.สุรนารี อ.เมืองนครราชสีมา จ.นครราชสีมา 30000,,
30,0305559001705,บจ.วังหิน รถสวย จำกัด,4/4/2559," 1,000,000 ",45103,จำหน่ายรถยนต์มือสองรวมทั้งอะไหล่และอุปกรณ์,327 หมู่ที่ 8  ต.ในเมือง อ.พิมาย จ.นครราชสีมา 30110,,
31,0305559002001,บจ.มิตรภาพกรีนวู๊ด จำกัด,29/4/2559," 1,000,000 ",16101,โรงงานผลิตชิ้นไม้สับจากไม้ 13 ชนิด,97 หมู่ที่ 2  ต.หนองหว้า อ.บัวลาย จ.นครราชสีมา 30120,,
32,0305559001756,บจ.เอส.เจ.เค.เขาใหญ่ ซิเคียวริตี้ การ์ด จำกัด,4/4/2559," 1,000,000 ",80100,บริการรักษาความปลอดภัย บริการติดตามทวงหนี้ รักษาความสะอาด,123 หมู่ที่ 12  ต.หมูสี อ.ปากช่อง จ.นครราชสีมา 30130,,
33,0305559001985,บจ.ศิรชัย เอนเตอร์ไพรซ์(ประเทศไทย) จำกัด,29/4/2559," 1,000,000 ",68201,ให้บริการเป็นนายหน้าต่อรองราคาอสังหาริมทรัพย์ให้แก่บุคคลคณะบุคคลส่วนราชการและองค์การภาครัฐและเอกชน,379/23 หมู่ที่ 4  ต.หมูสี อ.ปากช่อง จ.นครราชสีมา 30130,,
34,0303559001975,หจ.วีวิน โปรดัคส์,19/4/2559," 1,000,000 ",46599,จำหน่ายวัสดุอุปกรณ์ด้านความปลอดภัย,9 หมู่ที่ 13  ต.สีคิ้ว อ.สีคิ้ว จ.นครราชสีมา 30140,,
35,0303559001916,หจ.ราชสีมา พรพันธ์ ก่อสร้าง,7/4/2559," 1,000,000 ",41002,รับเหมาก่อสร้าง,136 หมู่ที่ 8  ต.ตะคุ อ.ปักธงชัย จ.นครราชสีมา 30150,,
36,0305559001837,บจ.ซีทีที พลัส จำกัด,11/4/2559," 1,000,000 ",25999,ประกอบกิจการรับผลิต ติดตั้ง และจำหน่ายป้ายทุกประเภท และอุปกรณ์ต่างๆ ที่เกี่ยวข้องทุกชนิด,126 หมู่ที่ 11  ต.ตูม อ.ปักธงชัย จ.นครราชสีมา 30150,,
37,0305559001934,บจ.ชวาล เซอร์วิส แอนด์ ซัพพลาย จำกัด,27/4/2559," 1,000,000 ",35101,ผลิตและจำหน่ายกระแสไฟฟ้า,53 หมู่ที่ 11  ต.ดอนชมพู อ.โนนสูง จ.นครราชสีมา 30160,,
38,0303559002084,หจ.เพาเวอร์ แบรนด์ อินดัสทรี,29/4/2559," 1,000,000 ",11022,ประกอบกิจการผลิตและจำหน่าย ไวน์ผลไม้ น้ำดื่ม น้ำแร่ น้ำผลไม้ เครื่องดืมอื่นๆ ทุกชนิด,13 หมู่บ้านวังสนวน หมู่ที่ 6  ต.หนองกราด อ.ด่านขุนทด จ.นครราชสีมา 30210,,
39,0303559001886,หจ.นชาติ ธุรกิจ,5/4/2559," 1,000,000 ",41002,รับเหมาก่อสร้างต่างๆ,72 หมู่ที่ 4 ถนนเทศบาล 1  ต.จักราช อ.จักราช จ.นครราชสีมา 30230,,
40,0303559001991,หจ.เดวัญนาขุมทรัพย์,21/4/2559," 1,000,000 ",41002,รับเหมาก่อสร้างต่างๆ,196 หมู่ที่ 10  ต.ท่าช้าง อ.เฉลิมพระเกียรติ จ.นครราชสีมา 30230,,
41,0303559002025,หจ.มีสุข พูนผล ไฮเทค,25/4/2559," 1,000,000 ",46599,จำหน่ายตู้เติมเงินออนไลน์ ตู้ชำระบิลฯ เคาน์เตอร์ตู้เติมเงินโทรศัพท์และอุปกรณ์สื่อสาร,103/1 หมู่ที่ 15  ต.หนองงูเหลือม อ.เฉลิมพระเกียรติ จ.นครราชสีมา 30230,,
42,0303559002076,หจ.ดี.ที.คอน.,28/4/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง,47 หมู่ที่ 1  ต.ห้วยแถลง อ.ห้วยแถลง จ.นครราชสีมา 30240,,
43,0303559001983,หจ.วัลลภายิ่งเจริญ,20/4/2559," 1,000,000 ",43120,รับถมที่ดิน เตรียมสถานที่ก่อสร้าง ก่อสร้างถนนและทางรถไฟ,247 หมู่ที่ 8 ถนนครบุรี-เสิงสาง  ต.เฉลียง อ.ครบุรี จ.นครราชสีมา 30250,,
44,0303559001860,หจ.เอสไอคิว35คอนสตรัคชั่น,1/4/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง,114 หมู่ที่ 2  ต.กระเบื้องนอก อ.เมืองยาง จ.นครราชสีมา 30270,,
