นิติบุคคลจัดตั้งเดือนกรกฎาคม  2559,,,,,,,,,
ทั่วประเทศ,,,,,,,,,
ลำดับ,เลขทะเบียน,ชื่อนิติบุคคล,"วันที่
จดทะเบียน"," ทุนจดทะเบียน
(บาท) ","รหัส
วัตถุประสงค์",รายละเอียดวัตถุประสงค์,ที่ตั้งสำนักงานใหญ่,,
13,0725559001159,บจ.ธนโรจน์ แอนด์ เนิสซิ่ง จำกัด,26/7/2559," 1,000,000 ",97000,บริการจัดส่งพยาบาล ผู้ช่วยพยาบาล,63/1 หมู่ที่ 9  ต.หนองสะเดา อ.สามชุก จ.สุพรรณบุรี 72130,,
14,0725559001175,บจ.เงินประเสริฐ ฟาร์ม 2016 จำกัด,27/7/2559," 1,000,000 ",01499,เลี้ยงสัตว์,143 หมู่ที่ 6  ต.หนองผักนาก อ.สามชุก จ.สุพรรณบุรี 72130,,
15,0723559000819,หจ.อู่พรชัย เซอร์วิส,1/7/2559," 1,000,000 ",45101,ประกอบกิจการค้ารถยนต์ เครื่องยนต์ เคาะ ปะผุ พน สี ตัวถังรถยนต์,536 หมู่ที่ 3  ต.อู่ทอง อ.อู่ทอง จ.สุพรรณบุรี 72160,,
16,0723559000827,หจ.กิจนำชัยเจริญ,1/7/2559," 1,000,000 ",41002,รับเหมาก่อสร้าง,180/7 หมู่ที่ 3  ต.อู่ทอง อ.อู่ทอง จ.สุพรรณบุรี 72160,,
17,0723559000916,หจ.ส.ภูมิธัช คอนสตรัคชั่น,26/7/2559," 1,000,000 ",41002,รับเหมาก่อสร้าง,98 หมู่ที่ 5  ต.ดอนคา อ.อู่ทอง จ.สุพรรณบุรี 72160,,
18,0725559001116,บจ.อู่ทอง 2016 จำกัด,25/7/2559," 1,000,000 ",08999,โรงโม่หินเหมืองแร่,212 หมู่ที่ 5  ต.หนองโอ่ง อ.อู่ทอง จ.สุพรรณบุรี 72160,,
19,0725559001132,บจ.เจริญทรัพย์ ไบโอแมสส์ จำกัด,26/7/2559," 1,000,000 ",16101,ผลิตจำหน่ายชิ้นไม้เชื้อเพลิง,587 ถนนมาลัยแมน  ต.อู่ทอง อ.อู่ทอง จ.สุพรรณบุรี 72160,,
20,0725559001051,บจ.เค.เอ.อี. เทรดดิ้ง จำกัด,7/7/2559," 1,000,000 ",46414,ขายเสื้อผ้าทุกชนิด,88/1 หมู่ที่ 9  ต.องค์พระ อ.ด่านช้าง จ.สุพรรณบุรี 72180,,
21,0723559000860,หจ.คชรัตน์  การโยธา,11/7/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง,365 หมู่ที่ 3  ต.สระแก้ว อ.เมืองสุพรรณบุรี จ.สุพรรณบุรี 72230,,
22,0723559000908,หจ.กิตติกานต์1298,26/7/2559," 1,000,000 ",77309,ให้เช่าเครื่องจักร,88/8 หมู่ที่ 4  ต.สนามคลี อ.เมืองสุพรรณบุรี จ.สุพรรณบุรี 72230,,
23,0723559000924,หจ.จ. ปัญจะ 13,26/7/2559," 800,000 ",41002,ประกอบกิจการรับเหมาก่อสร้างทุกชนิด,195 หมู่ที่ 5  ต.บางงาม อ.ศรีประจันต์ จ.สุพรรณบุรี 72140,,
24,0723559000835,หจ.น้อมบุญโชค,4/7/2559," 500,000 ",56302,ประกอบกิจการขายกาแฟสด และเครื่องดื่ม ขนมเค้ก เบเกอรี่ ขนมขบเคี้ยวต่างๆ,68/1 หมู่ที่ 2  ต.บางพลับ อ.สองพี่น้อง จ.สุพรรณบุรี 72110,,
25,0723559000894,หจ.บุญมาก่อสร้าง 2559,14/7/2559," 500,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง,131 หมู่ที่ 15  ต.หนองมะค่าโมง อ.ด่านช้าง จ.สุพรรณบุรี 72180,,
1,0735559003925,บจ.ตวงธนานคร จำกัด,7/7/2559," 680,000,000 ",68101,ซื้อขาย ให้เช่า ห้องชุด อาคารชุด โฮมออฟฟิต อาคารพาณิชย์ แฟคเตอรี่เฮ้าส์,174 หมู่ที่ 1 ถนนเพชรเกษม  ต.ยายชา อ.สามพราน จ.นครปฐม 73110,,
2,0735559004158,บจ.เพกาซัส เออีซี จำกัด,26/7/2559," 5,000,000 ",49339,ประกอบกิจการรับจ้างขนส่งสินค้า ขนย้ายทรัพย์สิน และขนส่งอย่างอื่นทุกชนิด,4/5 หมู่ที่ 4  ต.หอมเกร็ด อ.สามพราน จ.นครปฐม 73110,,
3,0733559000916,หจ.ทรัพย์อุดม 999,7/7/2559," 5,000,000 ",46631,จำหน่ายอิฐ กรวด หิน ดิน ทราย ดินลูกรัง,219 หมู่ที่ 4  ต.ทุ่งลูกนก อ.กำแพงแสน จ.นครปฐม 73140,,
4,0735559003976,บจ.แนซซ์ ไทร์ส จำกัด,8/7/2559," 5,000,000 ",45301,ประกอบกิจการขายส่งชิ้นส่วนและอุปกรณ์เสริมใหม่ของยานยนต์,34/1 หมู่ที่ 4 ถนนเพชรเกษม  ต.อ้อมใหญ่ อ.สามพราน จ.นครปฐม 73160,,
5,0735559004174,บจ.สบายอีบาย จำกัด,27/7/2559," 5,000,000 ",46319,นำเข้าและจำหน่าย อาหารและยา รวมทั้งส่วนผสมสารเคมี ที่ใช้ในการผลิต นำเข้าผลิตภัณฑ์เกษตร,88 หมู่ที่ 8  ต.กระทุ่มล้ม อ.สามพราน จ.นครปฐม 73220,,
6,0735559004182,บจ.เอส ซี เอฟ เอ้กโปรดักส์ 2000 จำกัด,27/7/2559," 2,000,000 ",46316,ประกอบกิจการเป็นโรงคัดไข่และจำหน่ายไข่ไก่ ไข่เค็ม ไข่เยี่ยวม้า และไข่เค็มแดง ทุกชนิด,99/9 หมู่ที่ 5  ต.ลำพญา อ.บางเลน จ.นครปฐม 73130,,
7,0733559000886,หจ.เซเว่นกานต์เทรดแอนด์มาเก็ตติ้ง,4/7/2559," 1,000,000 ",70100,ประกอบธุรกิจรับเป็นผู้บริหารเกี่ยวกับด้านพานิชยกรรม,1022/2 ถนนเพชรเกษม  ต.ห้วยจรเข้ อ.เมืองนครปฐม จ.นครปฐม 73000,,
8,0733559000991,หจ.สยามโซพ แอนด์ คอสเมติคส์,26/7/2559," 1,000,000 ",20231,รับผลิตสบู่สมุนไพรและเครื่องสำอางค์จากสมุนไพร,100/449 หมู่ที่ 4  ต.ลำพยา อ.เมืองนครปฐม จ.นครปฐม 73000,,
9,0735559003844,บจ.เฮลท์ตี้ฟิช เทรดดิ้ง จำกัด,1/7/2559," 1,000,000 ",98200,กิจกรรมการบริการในครัวเรือน,70-72 ถนน25 มกรา  ต.พระปฐมเจดีย์ อ.เมืองนครปฐม จ.นครปฐม 73000,,
10,0735559003852,บจ.นครปฐมรถยก จำกัด,4/7/2559," 1,000,000 ",52214,ประกอบกิจการยกรถ ลากรถ,289 หมู่ที่ 3  ต.หนองดินแดง อ.เมืองนครปฐม จ.นครปฐม 73000,,
11,0735559003887,บจ.วีโปรเฟสชั่นแนล 2559 จำกัด,5/7/2559," 1,000,000 ",24201,การผลิตและจำหน่าย ผลิตภัณฑ์โลหะขึ้นรูปทุกชนิด,36/5 หมู่ที่ 7  ต.บ่อพลับ อ.เมืองนครปฐม จ.นครปฐม 73000,,
12,0735559003895,บจ.รักษาความปลอดภัย 37 อินเตอร์การ์ด จำกัด,6/7/2559," 1,000,000 ",80100,บริการดูแลรักษาความปลอดภัยในสถานที่อาคาร บ้านพักอาศัย,103 ถนนยิงเป้า  ต.สนามจันทร์ อ.เมืองนครปฐม จ.นครปฐม 73000,,
13,0735559003933,บจ.อาดินัม กรุ๊ป จำกัด,7/7/2559," 1,000,000 ",47734,ประกอบกิจการนำเข้า ส่งออก อุปกรณ์ดัก จับ สัตว์บก สัตว์น้ำทุกประเภท,33 ซอยทรงพล 3 ถนนทรงพล  ต.สนามจันทร์ อ.เมืองนครปฐม จ.นครปฐม 73000,,
14,0735559004034,บจ.สตาร์ทอัพ ฟิตเนส จำกัด,14/7/2559," 1,000,000 ",93112,"ประกอบกิจการสถานที่ออกกำลังกาย ฟิตเนส รวมถึงฝึกสอนวิธีออกกำลังกายด้วยการเต้นแอโรบิค,โยคะ",46 ถนนพญากง  ต.พระปฐมเจดีย์ อ.เมืองนครปฐม จ.นครปฐม 73000,,
15,0735559004051,บจ.เอ็น เอ เอ อินเตอร์เทรด จำกัด,15/7/2559," 1,000,000 ",46441,ประกอบกิจการค้าค้า ยารักษาโรค วัคซีน เวชภัณฑ์ยา เกี่ยวกับสัตว์,45/10 หมู่ที่ 5  ต.ลำพยา อ.เมืองนครปฐม จ.นครปฐม 73000,,
16,0735559004107,บจ.อิ่มอุ่น พร็อพเพอร์ตี้ จำกัด,22/7/2559," 1,000,000 ",68103,บริการที่พัก ห้องพัก หอพัก อาคารเช่า และให้เช่าอสังหาริมทรัพย์,106/26 หมู่ที่ 9  ต.นครปฐม อ.เมืองนครปฐม จ.นครปฐม 73000,,
17,0735559004115,บจ.บีซี คอน แอนด์ ดีไซน์ จำกัด,22/7/2559," 1,000,000 ",41002,รับเหมาก่อสร้างงานทุกชนิด,56/140 หมู่ที่ 5  ต.สนามจันทร์ อ.เมืองนครปฐม จ.นครปฐม 73000,,
18,0735559004166,บจ.อู่ คิงพาวเวอร์ อินเตอร์ เซอร์วิส จำกัด,27/7/2559," 1,000,000 ",45201,ประกอบกิจการรับจ้างซ่อมรถยนต์ ซ่อมสีและตัวถังรถยนต์ ทุกชนิด,20/2 ซอยเพชรเกษม 21 ถนนเพชรเกษม  ต.บางแขม อ.เมืองนครปฐม จ.นครปฐม 73000,,
19,0735559004221,บจ.วี เอส เจ เอ็นจิเนียริ่ง จำกัด,28/7/2559," 1,000,000 ",43309,ประกอบกิจการเกี่ยวกับอลูมิเนียม ออกแบบ ติดตั้ง วัสดุต่างๆ ที่ใช้เกี่ยวกับอลูมิเนียม,102 หมู่ที่ 10  ต.หนองงูเหลือม อ.เมืองนครปฐม จ.นครปฐม 73000,,
20,0735559003861,บจ.รักษาความปลอดภัยแกรนด์ ไลท์ ซิตี้ จำกัด,5/7/2559," 1,000,000 ",80100,ประกอบกิจการเกี่ยวกับรักษาความปลอดภัย,88/87 หมู่ที่ 1  ต.บางกระทึก อ.สามพราน จ.นครปฐม 73110,,
21,0735559003984,บจ.เจริญจีรกุล จำกัด,8/7/2559," 1,000,000 ",46103,ประกอบกิจการเป็นนายหน้าตัวแทนและจำหน่ายเครื่องสำอาง ผลิตภัณฑ์เครื่องดื่มเครื่องใช้เสริมความงาม,249/80 หมู่ที่ 8  ต.สามพราน อ.สามพราน จ.นครปฐม 73110,,
22,0735559004077,บจ.อินสปาย บาย ซีพี จำกัด,15/7/2559," 1,000,000 ",43210,ติดตั้งไฟฟ้า ระบบโทรคมนาคม คอมพิวเตอร์,61/776 หมู่ที่ 2  ต.ท่าตลาด อ.สามพราน จ.นครปฐม 73110,,
23,0735559004131,บจ.โอเอสบี พรีเมี่ยม ฟู้ดส์ จำกัด,25/7/2559," 1,000,000 ",46319,ประกอบกิจการค้า นำเข้าส่งออกอาหารแปรรูป อาหารสดและอาหารแห้ง ที่ใช้บริโภคทุกชนิด,111/45 หมู่ที่ 2  ต.บางกระทึก อ.สามพราน จ.นครปฐม 73110,,
24,0735559004140,บจ.เจ ดับเบิ้ลยู ผลิตภัณฑ์กระเป๋า จำกัด,25/7/2559," 1,000,000 ",15121,ผลิตและจำหน่ายกระเป๋า เย็บกระเป๋า ออกแบบกระเป๋า,23/3 หมู่ที่ 3 ถนนเพชรเกษม  ต.ยายชา อ.สามพราน จ.นครปฐม 73110,,
25,0733559000983,หจ.มานะชัย กรีน,22/7/2559," 1,000,000 ",46614,จำหน่ายและขนส่งน้ำมันหล่อลื่น ผลิตภัณฑ์จากปิโตรเลียม แก๊สเติมรถยนต์ แก๊สหุงต้มทุกชนิด,31/2 หมู่ที่ 4  ต.ท่าตำหนัก อ.นครชัยศรี จ.นครปฐม 73120,,
26,0735559004123,บจ.ตั้งใจทำดี จำกัด,22/7/2559," 1,000,000 ",70209,ประกอบกิจการบริหารจัดการ ให้คำปรึกษา ประสานงาน การสอน การออกแบบ การสร้างสรรค์,10/3 หมู่ที่ 1  ต.ไทยาวาส อ.นครชัยศรี จ.นครปฐม 73120,,
27,0735559004212,บจ.ซี เอ พี โกลบอล อินเตอร์เทรด จำกัด,28/7/2559," 1,000,000 ",46441,ประกอบกิจการผลิตภัณฑ์จากพืชและสัตว์ที่ใช้ในการรักษา,36 หมู่ที่ 4  ต.บางระกำ อ.นครชัยศรี จ.นครปฐม 73120,,
28,0735559004239,บจ.โครตรอน กรุ๊ป จำกัด,29/7/2559," 1,000,000 ",46599,จำหน่ายเครื่องชั่งน้ำหนักหยอดเหรียญและเครื่องหยอดเหรีบญอัติโนมัติทุกชนิด,120/2 หมู่ที่ 3  ต.งิ้วราย อ.นครชัยศรี จ.นครปฐม 73120,,
29,0735559004204,บจ.ลัคกี้ อาหาร จำกัด,28/7/2559," 1,000,000 ",47897,จำหน่ายปลีก-ส่ง ปุ๋ย อาหารเสริม อาหารสัตว์ทุกชนิด,1 หมู่ที่ 8  ต.บางไทรป่า อ.บางเลน จ.นครปฐม 73130,,
30,0735559004247,บจ.ขนมเปี๊ยะครูสมทรง จำกัด,29/7/2559," 1,000,000 ",47219,ประกอบกิจการจำหน่าย ขนมเปี๊ยะ ขนมทุกชนิด,449 หมู่ที่ 8  ต.บางเลน อ.บางเลน จ.นครปฐม 73130,,
31,0735559004255,บจ.เซน ซัน เซฟ แอนด์ เซียน จำกัด,29/7/2559," 1,000,000 ",10711,ประกอบกิจการผลิตขนมเปี๊ยะ ขนมไทย เบเกอรี่ และขนมทุกชนิด,449 หมู่ที่ 8  ต.บางเลน อ.บางเลน จ.นครปฐม 73130,,
32,0735559003950,บจ.โอดีเอส.ฟู๊ด จำกัด,7/7/2559," 1,000,000 ",46311,ประกอบกิจการค้าเนื้อสัตว์ เนื้อสัตว์สำเร็จรูป,4 หมู่ที่ 2  ต.ทุ่งกระพังโหม อ.กำแพงแสน จ.นครปฐม 73140,,
33,0735559004069,บจ.โยฟ จำกัด,15/7/2559," 1,000,000 ",46313,ประกอบกิจการนำเข้า ส่งออก ผลิต แบ่ง บรรจุ และจำหน่ายผลไม้แช่แข็งแห้งและเครื่องดื่มเพื่อสุขภาพ,18/4 หมู่ที่ 2  ต.อ้อมใหญ่ อ.สามพราน จ.นครปฐม 73160,,
34,0733559000878,หจ.เจ แอนด์ เจ คอฟฟี่ช็อป,4/7/2559," 1,000,000 ",56302,ประกอบกิจการบริการด้านเครื่องดื่มที่ไม่มีแอลกอฮอล์เป็นหลักในร้าน,199/7 ห้องเลขที่ D102 หมู่ที่ 6 ถนนพุทธมณฑลสาย 4  ต.ศาลายา อ.พุทธมณฑล จ.นครปฐม 73170,,
35,0733559001009,หจ.ซีเอส ฟาซิลิตี้ เซอร์วิส,27/7/2559," 1,000,000 ",33200,ประกอบกิจการรับติตตั้ง ซ่อมแซม บำรุงรักษา เครื่องจักรและระบบ สาธารณูปโภค,14/18 หมู่ที่ 3  ต.ศาลายา อ.พุทธมณฑล จ.นครปฐม 73170,,
36,0735559003828,บจ.เอส เค แอล เอ็นจิเนียริ่ง 2016 จำกัด,1/7/2559," 1,000,000 ",41002,ประกอบกิจการรับเหมาก่อสร้าง,1/51 หมู่ที่ 1  ต.คลองโยง อ.พุทธมณฑล จ.นครปฐม 73170,,
37,0735559003909,บจ.เฮสเธียร่า อะกริ-เทค จำกัด,6/7/2559," 1,000,000 ",01131,ปลูกและจำหน่ายผักสด,111/35 หมู่ที่ 4  ต.ศาลายา อ.พุทธมณฑล จ.นครปฐม 73170,,
38,0735559003941,บจ.บีจี คาเฟ่ จำกัด,7/7/2559," 1,000,000 ",56302,ประกอบกิจการร้านกาแฟ จำหน่ายกาแฟสด เครื่องดื่มทุกชนิด อาหาร ขนม และเบเกอรี่,98/121 หมู่ที่ 3  ต.ศาลายา อ.พุทธมณฑล จ.นครปฐม 73170,,
39,0735559003992,บจ.ไฮบริด ออฟ เทคนิค ซิมูเลชั่น จำกัด,8/7/2559," 1,000,000 ",71102,ประกอบกิจการออกแบบและรับเหมางานด้านวิศวกรรมทุกชนิด,7 หมู่ที่ 3  ต.ศาลายา อ.พุทธมณฑล จ.นครปฐม 73170,,
40,0735559004191,บจ.ไทยสโตนช็อป จำกัด,28/7/2559," 1,000,000 ",46439,ประกอบกิจการค้า ส่งออก งานประติมากรรม ที่ผลิตจากวัตถุดิบ เช่นทองเหลือง,200/333 หมู่ที่ 5  ต.ศาลายา อ.พุทธมณฑล จ.นครปฐม 73170,,
41,0733559000894,หจ.บุญนันทา,5/7/2559," 1,000,000 ",25922,ประกอบกิจการรับงานกลึง งานเจียรกลม อะไหล่เครื่องจักรทุกชนิด,54/25 หมู่ที่ 9  ต.ไร่ขิง อ.สามพราน จ.นครปฐม 73210,,
42,0735559003836,บจ.ม่วนอ๊กม่วนใจ๋ จำกัด,1/7/2559," 1,000,000 ",46433,ประกอบกิจการนำเข้าส่งออกจำหน่ายไฟแช็ก และอุปกรณ์เดินป่ายังชีพ น้ำหอมเครื่องมือ กระเป๋า,42/351 หมู่ที่ 5  ต.ไร่ขิง อ.สามพราน จ.นครปฐม 73210,,
43,0735559004018,บจ.โกลด์  พลาสติกแอนด์รับเบอร์ จำกัด,12/7/2559," 1,000,000 ",46109,ประกอบกิจการประมูลงาน เพื่อขายสินค้าและรับจ้างทำ แม่พิมพ์โลหะทุกชนิด,73 หมู่ที่ 11 ถนนพุทธมณฑลสาย 5  ต.ไร่ขิง อ.สามพราน จ.นครปฐม 73210,,
44,0735559004026,บจ.พี.เค. เซฟตี้ แอนด์ ทูล จำกัด,13/7/2559," 1,000,000 ",47521,ค้า อุปกรณ์และ เครื่องมือช่างทุกชนิด,129/16 หมู่ที่ 14  ต.ไร่ขิง อ.สามพราน จ.นครปฐม 73210,,
45,0735559004042,บจ.เอ.เอเชีย ซัพพลาย จำกัด,15/7/2559," 1,000,000 ",46599,ประกอบกิจการจำหน่ายอุปกรณ์ไฟฟ้า อุปกรณ์ประปา อุปกรณ์ฮาร์ดแวร์ต่างๆ,31/1 หมู่ที่ 13 ถนนพุทธมณฑลสาย 5  ต.ไร่ขิง อ.สามพราน จ.นครปฐม 73210,,
46,0735559003968,บจ.ออโซ (ไทยแลนด์) จำกัด,8/7/2559," 1,000,000 ",20232,ประกอบกิจการผลิตและจำหน่าย เครื่องสำอาง อุปกรณ์เครื่องมือและเครื่องใช้เสริมความงาม,2/33 หมู่ที่ 8  ต.กระทุ่มล้ม อ.สามพราน จ.นครปฐม 73220,,
47,0735559004000,บจ.อิ่มอโณทัย จำกัด,11/7/2559," 1,000,000 ",33200,ประกอบธุรกิจบริการเกี่ยวกับ การติดตั้ง การซ่อมบำรุงรักษา เครื่องจักร เครื่องยนต์ เครื่องมือกล,199/101 หมู่ที่ 9  ต.กระทุ่มล้ม อ.สามพราน จ.นครปฐม 73220,,
48,0735559004093,บจ.ยูเอ็นที บอดี้เพ้นท์ จำกัด,22/7/2559," 1,000,000 ",45202,ประกอบกิจการเคาะ พ่นสีรถยนต์,22/22 หมู่ที่ 7 ถนนพุทธมณฑลสาย 4  ต.กระทุ่มล้ม อ.สามพราน จ.นครปฐม 73220,,
49,0733559000941,หจ.ณัฐกิจ การไฟฟ้า 2016,8/7/2559," 500,000 ",43210,ประกอบกิจการรับเหมาตัด-ต่อมิเตอร์ไฟฟ้าและติดตั้งอุปกรณ์ไฟฟ้าทุกชนิด,5/5 ถนนคตกฤต  ต.พระปฐมเจดีย์ อ.เมืองนครปฐม จ.นครปฐม 73000,,
50,0733559000975,หจ.พัชรินทร์ คลีน เซอร์วิส,15/7/2559," 500,000 ",80100,ประกอบกิจการบริการรักษาความปลอดภัยสถานที่ราชการ หน่วยงานเอกสาร และองค์กรทุกประเภท,17/1 ซอยทรงพล 3 ถนนทรงพล  ต.สนามจันทร์ อ.เมืองนครปฐม จ.นครปฐม 73000,,
51,0735559004085,บจ.3ดี โลจิสติกส์ จำกัด,15/7/2559," 500,000 ",49339,ประกอบกิจการรับขนส่งสินค้า,137 ถนนยิงเป้าใต้  ต.สนามจันทร์ อ.เมืองนครปฐม จ.นครปฐม 73000,,
52,0733559000932,หจ.อู่ บี.พี.ออโต้เซอร์วิส,8/7/2559," 500,000 ",45302,การขายปลีกชิ้นส่วนและอุปกรณ์เสริมใหม่ของยานยนต์,220 หมู่ที่ 6 ซอยเปโตร 3  ต.ท่าข้าม อ.สามพราน จ.นครปฐม 73110,,
53,0735559003879,บจ.เคดีพี  การบัญชี  2004 จำกัด,5/7/2559," 500,000 ",69200,ประกอบกิจการรับทำบัญชี ปิดงบการเงิน จดทะเบียนนิติบุคคล,85/116 หมู่ที่ 5  ต.บ้านใหม่ อ.สามพราน จ.นครปฐม 73110,,
54,0733559000908,หจ.กนกชัยโลหะกิจ,7/7/2559," 500,000 ",46639,ขายวัสดุ อุปกรณ์ก่อสร้างเครื่องสุขภัณฑ์ อุปกรณ์ประปา,11/19 หมู่ที่ 3  ต.งิ้วราย อ.นครชัยศรี จ.นครปฐม 73120,,
55,0733559000959,หจ.ธนาภา กรุ๊ป,15/7/2559," 500,000 ",69200,ประกอบกิจการ บริการทางด้านบริการบัญชี กิจกรรมทางด้านปรึกษาระบบบัญชี,21/5 หมู่ที่ 10  ต.ไร่ขิง อ.สามพราน จ.นครปฐม 73210,,
56,0733559000967,หจ.หมูปิ้งนมสด คุณยิ้ม,15/7/2559," 200,000 ",10131,ผลิตหมูหมักนมสด,164 ถนนเพชรเกษม  ต.พระประโทน อ.เมืองนครปฐม จ.นครปฐม 73000,,
57,0733559000924,หจ.ไอที แอคเคาท์ เซอร์วิส,8/7/2559," 100,000 ",47411,จำหน่ายคอมพิวเตอร์ กล้องวงจรปิด โทรศัพท์มือถือ อุปกรณ์ไอที,8/30 หมู่ที่ 5  ต.อ้อมใหญ่ อ.สามพราน จ.นครปฐม 73160,,
1,0745559005511,บจ.เคแมนิค จำกัด,21/7/2559," 20,000,000 ",46691,จำหน่ายเคมีภัณฑ์ อุปกรณ์และเครื่องมือเครื่องใช้ทางวิทยาศาสตร์ เฟอร์นิเจอร์,51/49 หมู่ที่ 4  ต.นาดี อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
2,0745559005448,บจ.มหาชัย เทค จำกัด,15/7/2559," 10,000,000 ",46695,ประกอบกิจการนำเข้าเพื่อคัดแยกสิ่งปฎิกูล หรือวัสดุที่ไม่ใช้แล้ว,33/4 หมู่ที่ 4  ต.บางหญ้าแพรก อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
3,0745559005014,บจ.ซื่อสัตย์ วิศวกรรม จำกัด,1/7/2559," 5,000,000 ",28199,ผลิตออกแบบ สร้าง เครื่องจักร และอุปกรณ์ทุกชนิดเพื่อขาย,126/9 หมู่ที่ 4  ต.บ้านเกาะ อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
4,0745559005367,บจ.ดิ วัน สตีลไพพ์ จำกัด,13/7/2559," 5,000,000 ",25111,ผลิตแปรรูปจำหน่ายนำเข้าส่งออกผลิตภัณฑ์เกี่ยวกับเหล็กโลหะ,173/332 หมู่ที่ 3  ต.นาดี อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
5,0745559005383,บจ.ทริปเปิล พี เทอร์มินอล จำกัด,14/7/2559," 5,000,000 ",46695,ประกอบกิจการการขายของส่งของเสียและเศษวัสดุเพื่อนำกลับมาใช้ใหม่,21/6 หมู่ที่ 7  ต.ท่าจีน อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
6,0745559005529,บจ.ฟูไทย เมทัล (2016) จำกัด,22/7/2559," 5,000,000 ",24202,ประกอบกิจการโรงงานผลิตและจำหน่ายอลูมิเนียมเส้น,19/16 หมู่ที่ 6 ซอยโครงการแฟคตอรี่เฮ้าส์ ถนนพระราม 2  ต.คอกกระบือ อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
7,0745559005669,บจ.ทรัพย์บนดิน พร็อพเพอร์ตี้ จำกัด,26/7/2559," 5,000,000 ",68102,ประกอบกิจการซื้อขาย อสังหาริมทรัพย์,188/4 หมู่ที่ 3  ต.นาดี อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
8,0745559005421,บจ.อีรีล่า จำกัด,14/7/2559," 5,000,000 ",10420,การผลิตน้ำมันปาล์ม,4/1 หมู่ที่ 11  ต.คลองมะเดื่อ อ.กระทุ่มแบน จ.สมุทรสาคร 74110,,
9,0745559004981,บจ.เคมิคอนเซอร์วิส จำกัด,1/7/2559," 5,000,000 ",41002,รับเหมาก่อสร้างอาคารต่างๆ สถานที่ทำการ ถนน สะพาน เขื่อน อุโมงค์และงานก่อสร้างอย่างอื่นทุกชนิด,89/43 หมู่ที่ 9  ต.อ้อมน้อย อ.กระทุ่มแบน จ.สมุทรสาคร 74130,,
10,0745559005154,บจ.เอ็มเอฟเอส เทรดเดอร์ จำกัด,6/7/2559," 3,000,000 ",46900,ประกอบกิจการขายส่ง ส่งออก สินค้าอุปโภคบริโภค ทุกชนิด เช่น อาหารทะเลแช่แข็ง,99/48 หมู่บ้านบ้านดี เอกชัยพลัส หมู่ที่ 5  ต.โคกขาม อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
11,0745559005286,บจ.แอล.พี.พี.การเกษตร 2017 จำกัด,12/7/2559," 3,000,000 ",25922,ประกอบกิจการโรงงาน หล่อหลอมโลหะ กลึงโลหะ ปั๊มโลหะ,39/14 หมู่ที่ 8  ต.บางกระเจ้า อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
12,0745559005430,บจ.กรีน การเกษตร (2016) จำกัด,15/7/2559," 3,000,000 ",68102,ประกอบกิจการซื้อ ขาย เช่าที่ดินเพื่อการเกษตร,108 หมู่ที่ 6  ต.บางน้ำจืด อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
13,0745559005278,บจ.พี ซี เค วัสดุ จำกัด,12/7/2559," 2,500,000 ",46639,ขายวัสดุก่อสร้าง,400/5 หมู่ที่ 10  ต.คลองมะเดื่อ อ.กระทุ่มแบน จ.สมุทรสาคร 74110,,
14,0745559005324,บจ.เอ็กซ์คลูซีฟสปอร์ต จำกัด,13/7/2559," 2,100,000 ",46433,ประกอบกิจการค้า เครื่องออกกำลังกายและอุปกรณ์ที่เกี่ยวข้องทุกชนิด,99/121 อาคารพอร์โต้ ชิโน่ ห้องเลขที่ บี200-บี204 หมู่ที่ 4  ต.นาดี อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
15,0745559005120,บจ.ลองเฮง เทรด เซ็นเตอร์ จำกัด,6/7/2559," 2,000,000 ",46109,ประกอบกิจการสั่งเข้ามาจำหน่ายในประเทศและส่งออกไปยังต่างประเทศซึ่งสินค้า อุปโภคบริโภค,189/681 หมู่ที่ 5  ต.พันท้ายนรสิงห์ อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
16,0745559005162,บจ.โฟร์แมน สโตเรจ จำกัด,6/7/2559," 2,000,000 ",31009,ประกอบกิจการผลิต ชั้นวางสินค้า อุปกรณ์เคลื่อนย้ายสินค้า และอุปกรณ์อื่นที่เกี่ยวข้องทุกชนิด,9/364 หมู่ที่ 3  ต.บางกระเจ้า อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
17,0745559005197,บจ.กายาจิตตา จำกัด,7/7/2559," 2,000,000 ",93112,ประกอบกิจการสถานที่ออกกำลังกาย,75 หมู่ที่ 4  ต.คอกกระบือ อ.เมืองสมุทรสาคร จ.สมุทรสาคร 74000,,
